code,code_variant,rarity,type,life,name,color,cost,power,counter,feature,character_type,description,trigger,image
OP06-001,OP06-001,L,LEADER,4,Uta,Red/Purple,,5000,-,FILM,Special,"[When Attacking] You may trash 1 {FILM} type card from your hand: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, add up to 1 DON!! card from your DON!! deck and rest it.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-001.png?240524
OP06-001,OP06-001_p1,L,LEADER,4,Uta,Red/Purple,,5000,-,FILM,Special,"[When Attacking] You may trash 1 {FILM} type card from your hand: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, add up to 1 DON!! card from your DON!! deck and rest it.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-001_p1.png?240524
OP06-002,OP06-002,C,CHARACTER,,Inazuma,Red,4,5000,1000,Revolutionary Army,Slash,"If this Character has 7000 power or more, this Character gains [Banish].(When this card deals damage, the target card is trashed without activating its Trigger.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-002.png?240524
OP06-003,OP06-003,UC,CHARACTER,,Emporio.Ivankov,Red,5,6000,-,Revolutionary Army,Special,"[On Play] Look at 3 cards from the top of your deck and play up to 1 {Revolutionary Army} type Character card with 5000 power or less. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-003.png?240524
OP06-004,OP06-004,C,CHARACTER,,Baron Omatsuri,Red,2,3000,1000,FILM/Omatsuri Island,Slash,[On Play] Play up to 1 [Lily Carnation] from your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-004.png?240524
OP06-005,OP06-005,C,CHARACTER,,Gasparde,Red,6,8000,1000,FILM/Former Navy/Gasparde Pirates,Special,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-005.png?240524
OP06-006,OP06-006,UC,CHARACTER,,Saga,Red,4,5000,2000,FILM/Asuka Island,Slash,"[DON!! x1] [When Attacking] This Character gains +1000 power until the start of your next turn. Then, trash 1 of your {FILM} type Characters at the end of this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-006.png?240524
OP06-007,OP06-007,SR,CHARACTER,,Shanks,Red,10,12000,-,FILM/The Four Emperors/Red-Haired Pirates,Slash,[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-007.png?240524
OP06-007,OP06-007_p1,SR,CHARACTER,,Shanks,Red,10,12000,-,FILM/The Four Emperors/Red-Haired Pirates,Slash,[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-007_p1.png?240524
OP06-008,OP06-008,C,CHARACTER,,Schneider,Red,3,5000,1000,FILM/Mugiwara Chase,Wisdom,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-008.png?240524
OP06-009,OP06-009,SR,CHARACTER,,Shuraiya,Red,3,4000,1000,FILM/Shipbuilding Town,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[When Attacking]/[On Block] [Once Per Turn] This Character's base power becomes the same as your opponent's Leader until the start of your next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-009.png?240524
OP06-009,OP06-009_p1,SR,CHARACTER,,Shuraiya,Red,3,4000,1000,FILM/Shipbuilding Town,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[When Attacking]/[On Block] [Once Per Turn] This Character's base power becomes the same as your opponent's Leader until the start of your next turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-009_p1.png?240524
OP06-010,OP06-010,R,CHARACTER,,Douglas Bullet,Red,6,7000,1000,FILM/The Pirates Fest,Strike,"If your Leader has the {FILM} type, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-010.png?240524
OP06-011,OP06-011,R,CHARACTER,,Tot Musica,Red,5,6000,1000,FILM,Special,[Activate: Main] [Once Per Turn] You may rest 1 of your [Uta] cards: This Character gains +5000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-011.png?240524
OP06-012,OP06-012,UC,CHARACTER,,Bear.King,Red,5,6000,1000,FILM/Trump Pirates,Strike,"If your opponent has a Leader or Character with a base power of 6000 or more, this Character cannot be K.O.'d in battle.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-012.png?240524
OP06-013,OP06-013,R,CHARACTER,,Monkey.D.Luffy,Red,2,3000,1000,FILM/Straw Hat Crew,Strike,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.", Activate this card's [On Play] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-013.png?240524
OP06-013,OP06-013_p1,R,CHARACTER,,Monkey.D.Luffy,Red,2,3000,1000,FILM/Straw Hat Crew,Strike,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.", Activate this card's [On Play] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-013_p1.png?240524
OP06-014,OP06-014,C,CHARACTER,,Ratchet,Red,1,-,1000,FILM/Mecha Island,Wisdom,[On Your Opponent's Attack] You may trash any number of {FILM} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-014.png?240524
OP06-015,OP06-015,C,CHARACTER,,Lily Carnation,Red,4,-,1000,FILM/Omatsuri Island,Special,[Activate: Main] [Once Per Turn] You may trash 1 of your Characters with 6000 power or more: Play up to 1 {FILM} type Character card with 2000 to 5000 power from your trash rested.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-015.png?240524
OP06-016,OP06-016,UC,CHARACTER,,Raise Max,Red,1,2000,-,FILM/Revolutionary Army,Wisdom,[Activate: Main] You may place this Character at the bottom of the owner's deck: Give up to 1 of your opponent's Characters −3000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-016.png?240524
OP06-017,OP06-017,C,EVENT,,Meteor-Strike of Love,Red,2,-,-,FILM/Straw Hat Crew,-,[Main]/[Counter] You may add 1 card from the top of your Life cards to your hand: Up to 1 of your Leader or Character cards gains +3000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-017.png?240524
OP06-018,OP06-018,R,EVENT,,Gum-Gum King Kong Gatling,Red,2,-,-,FILM/Straw Hat Crew,-,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if your opponent has a Character with 7000 power or more, up to 1 of your Leader or Character cards gains +1000 power during this turn.", K.O. up to 1 of your opponent's Characters with 5000 power or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-018.png?240524
OP06-019,OP06-019,UC,EVENT,,Blue Dragon Seal Water Stream,Red,3,-,-,FILM/Straw Hat Crew,-,[Main] K.O. up to 1 of your opponent's Characters with 5000 power or less., K.O. up to 1 of your opponent's Characters with 4000 power or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-019.png?240524
OP06-020,OP06-020,L,LEADER,5,Hody Jones,Green,,5000,-,Fish-Man/New Fish-Man Pirates,Strike,"[Activate: Main] You may rest this Leader: Rest up to 1 of your opponent's DON!! cards or Characters with a cost of 3 or less. Then, you cannot add Life cards to your hand using your own effects during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-020.png?240524
OP06-020,OP06-020_p1,L,LEADER,5,Hody Jones,Green,,5000,-,Fish-Man/New Fish-Man Pirates,Strike,"[Activate: Main] You may rest this Leader: Rest up to 1 of your opponent's DON!! cards or Characters with a cost of 3 or less. Then, you cannot add Life cards to your hand using your own effects during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-020_p1.png?240524
OP06-021,OP06-021,L,LEADER,4,Perona,Green/Black,,5000,-,Thriller Bark Pirates,Special,[Activate: Main] [Once Per Turn] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 4 or less.• Give up to 1 of your opponent's Characters −1 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-021.png?240524
OP06-021,OP06-021_p1,L,LEADER,4,Perona,Green/Black,,5000,-,Thriller Bark Pirates,Special,[Activate: Main] [Once Per Turn] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 4 or less.• Give up to 1 of your opponent's Characters −1 cost during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-021_p1.png?240524
OP06-022,OP06-022,L,LEADER,4,Yamato,Green/Yellow,,5000,-,Land of Wano,Strike,"[Double Attack] (This card deals 2 damage.)[Activate: Main] [Once Per Turn] If your opponent has 3 or less Life cards, give up to 2 rested DON!! cards to 1 of your Characters.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-022.png?240524
OP06-022,OP06-022_p1,L,LEADER,4,Yamato,Green/Yellow,,5000,-,Land of Wano,Strike,"[Double Attack] (This card deals 2 damage.)[Activate: Main] [Once Per Turn] If your opponent has 3 or less Life cards, give up to 2 rested DON!! cards to 1 of your Characters.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-022_p1.png?240524
OP06-023,OP06-023,R,CHARACTER,,Arlong,Green,4,6000,-,Fish-Man/East Blue/Arlong Pirates,Slash,[On Play] You may trash 1 card from your hand: Up to 1 of your opponent's rested Leader cannot attack until the end of your opponent's next turn., Rest up to 1 of your opponent's Characters with a cost of 4 or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-023.png?240524
OP06-024,OP06-024,UC,CHARACTER,,Ikaros Much,Green,5,6000,1000,Fish-Man/New Fish-Man Pirates,Slash,"[On Play] If your Leader has the {New Fish-Man Pirates} type, play up to 1 {Fish-Man} type Character card with a cost of 4 or less from your hand. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-024.png?240524
OP06-025,OP06-025,R,CHARACTER,,Camie,Green,1,2000,1000,Merfolk,Wisdom,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Fish-Man} or {Merfolk} type card other than [Camie] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-025.png?240524
OP06-025,OP06-025_p1,R,CHARACTER,,Camie,Green,1,2000,1000,Merfolk,Wisdom,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Fish-Man} or {Merfolk} type card other than [Camie] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-025_p1.png?240524
OP06-026,OP06-026,C,CHARACTER,,Koushirou,Green,3,-,1000,Frost Moon Village,Slash,"[On Play] Set up to 1 of yourattribute Characters with a cost of 4 or less as active. Then, you cannot attack a Leader during this turn.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-026.png?240524
OP06-027,OP06-027,C,CHARACTER,,Gyro,Green,1,2000,1000,Gyro Pirates,Slash,[On K.O.] Rest up to 1 of your opponent's Characters with a cost of 3 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-027.png?240524
OP06-028,OP06-028,C,CHARACTER,,Zeo,Green,2,3000,2000,Fish-Man/New Fish-Man Pirates,Wisdom,"[DON!! x1] [When Attacking] If your Leader has the {New Fish-Man Pirates} type, set up to 1 of your DON!! cards as active and this Character gains +1000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-028.png?240524
OP06-029,OP06-029,UC,CHARACTER,,Daruma,Green,3,4000,1000,Fish-Man/New Fish-Man Pirates,Slash,"[DON!! x1] [When Attacking] [Once Per Turn] If your Leader has the {New Fish-Man Pirates} type, set this Character as active and this Character gains +1000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-029.png?240524
OP06-030,OP06-030,C,CHARACTER,,Dosun,Green,3,4000,1000,Fish-Man/New Fish-Man Pirates,Strike,"[When Attacking] If your Leader has the {New Fish-Man Pirates} type, this Character cannot be K.O.'d in battle and gains +2000 power until the start of your next turn. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-030.png?240524
OP06-031,OP06-031,UC,CHARACTER,,Hatchan,Green,4,5000,1000,Fish-Man/Former Arlong Pirates,Slash,-, Play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 3 or less from your hand.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-031.png?240524
OP06-032,OP06-032,C,CHARACTER,,Hammond,Green,2,2000,1000,Fish-Man/New Fish-Man Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-032.png?240524
OP06-033,OP06-033,R,CHARACTER,,Vander Decken IX,Green,2,2000,1000,Fish-Man/Flying Pirates,Ranged,[On Play] You may trash 1 {Fish-Man} type card from your hand or 1 [The Ark Noah] from your hand or field: K.O. up to 1 of your opponent's rested Characters.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-033.png?240524
OP06-034,OP06-034,UC,CHARACTER,,Hyouzou,Green,4,6000,-,Fish-Man,Slash,"[Activate: Main] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 4 or less and this Character gains +1000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-034.png?240524
OP06-035,OP06-035,SR,CHARACTER,,Hody Jones,Green,7,8000,-,Fish-Man/New Fish-Man Pirates,Strike,"[Rush] (This card can attack on the turn in which it is played.)[On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-035.png?240524
OP06-035,OP06-035_p1,SR,CHARACTER,,Hody Jones,Green,7,8000,-,Fish-Man/New Fish-Man Pirates,Strike,"[Rush] (This card can attack on the turn in which it is played.)[On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-035_p1.png?240524
OP06-036,OP06-036,R,CHARACTER,,Ryuma,Green,4,6000,-,Land of Wano/Thriller Bark Pirates,Slash,[On Play]/[On K.O.] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-036.png?240524
OP06-037,OP06-037,C,CHARACTER,,Wadatsumi,Green,6,8000,1000,Fish-Man/Flying Pirates,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-037.png?240524
OP06-038,OP06-038,UC,EVENT,,The Billion-fold World Trichiliocosm,Green,1,-,-,Dressrosa/Straw Hat Crew,-,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 8 or more rested cards, that card gains an additional +2000 power during this battle.", K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,https://en.onepiece-cardgame.com../images/cardlist/card/OP06-038.png?240524
